Sale_Price,Make,model,year,title_status,mileage,color,lot,state,country,condition,Make,MakeID,Manufacturer,ManufacturerId,Model,ModelID,ModelYear,Series,Series2,Trim,Trim2,ABS,ActiveSafetySysNote,AdaptiveCruiseControl,AdaptiveDrivingBeam,AdaptiveHeadlights,AdditionalErrorText,AirBagLocCurtain,AirBagLocFront,AirBagLocKnee,AirBagLocSeatCushion,AirBagLocSide,AutoReverseSystem,AutomaticPedestrianAlertingSound,AxleConfiguration,Axles,BasePrice,BatteryA,BatteryA_to,BatteryCells,BatteryInfo,BatteryKWh,BatteryKWh_to,BatteryModules,BatteryPacks,BatteryType,BatteryV,BatteryV_to,BedLengthIN,BedType,BlindSpotIntervention,BlindSpotMon,BodyCabType,BodyClass,BrakeSystemDesc,BrakeSystemType,BusFloorConfigType,BusLength,BusType,CAN_AACN,CIB,CashForClunkers,ChargerLevel,ChargerPowerKW,CoolingType,CurbWeightLB,CustomMotorcycleType,DaytimeRunningLight,DestinationMarket,DisplacementCC,DisplacementCI,DisplacementL,Doors,DriveType,DriverAssist,DynamicBrakeSupport,EDR,ESC,EVDriveUnit,ElectrificationLevel,EngineConfiguration,EngineCycles,EngineCylinders,EngineHP,EngineHP_to,EngineKW,EngineManufacturer,EngineModel,EntertainmentSystem,ErrorCode,ErrorText,ForwardCollisionWarning,FuelInjectionType,FuelTypePrimary,FuelTypeSecondary,GCWR,GCWR_to,GVWR,GVWR_to,KeylessIgnition,LaneCenteringAssistance,LaneDepartureWarning,LaneKeepSystem,LowerBeamHeadlampLightSource,MotorcycleChassisType,MotorcycleSuspensionType,NCSABodyType,NCSAMake,NCSAMapExcApprovedBy,NCSAMapExcApprovedOn,NCSAMappingException,NCSAModel,NCSANote,Note,OtherBusInfo,OtherEngineInfo,OtherMotorcycleInfo,OtherRestraintSystemInfo,OtherTrailerInfo,ParkAssist,PedestrianAutomaticEmergencyBraking,PlantCity,PlantCompanyName,PlantCountry,PlantState,PossibleValues,Pretensioner,RearAutomaticEmergencyBraking,RearCrossTrafficAlert,RearVisibilitySystem,SAEAutomationLevel,SAEAutomationLevel_to,SeatBeltsAll,SeatRows,Seats,SemiautomaticHeadlampBeamSwitching,SteeringLocation,TPMS,TopSpeedMPH,TrackWidth,TractionControl,TrailerBodyType,TrailerLength,TrailerType,TransmissionSpeeds,TransmissionStyle,Turbo,VIN,ValveTrainDesign,VehicleType,WheelBaseLong,WheelBaseShort,WheelBaseType,WheelSizeFront,WheelSizeRear,Wheels,Windows
25000,ford,edge,2019,clean vehicle,22318,black,167570534,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY OF CANADA, LTD.",977,Edge,1797,2019,,,Titanium,,Standard,,Optional,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,40755,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,AWD/All-Wheel Drive,,Standard,,Standard,,,In-Line,,4,245,,182.6965,Ford,2.0L GTDI w/premium fuel,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,Standard,OAKVILLE,Oakville,CANADA,ONTARIO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,2fmpk4k95kbc01949,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.2,,19,19,4,
36000,ford,f-150,2019,clean vehicle,17301,gray,167749573,michigan, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187205,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,KANSAS CITY,Kansas City,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1e53kkd48767,,TRUCK ,156.8,145,,17,17,4,
23700,ford,edge,2019,clean vehicle,27413,gray,167570535,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY OF CANADA, LTD.",977,Edge,1797,2019,,,Titanium,,Standard,,Optional,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,38760,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,FWD/Front-Wheel Drive,,Standard,,Standard,,,In-Line,,4,245,,182.6965,Ford,2.0L GTDI w/premium fuel,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,Standard,OAKVILLE,Oakville,CANADA,ONTARIO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,2fmpk3k98kbb62817,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.2,,19,19,4,
28600,ford,explorer,2019,clean vehicle,39733,silver,167749575,michigan, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, USA",976,Explorer,1800,2019,,,Sport,,Standard,,,Optional,,,,1st Row (Driver and Passenger),Passenger Seat Only,,1st and 2nd and 3rd Rows,Standard,,,2,46625,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Optional,,,,,,Not Applicable,Standard,,3500,213.5831043,3.5,4,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,365,,272.1805,Ford,3.5L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Standard,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,CHICAGO,Chicago Assembly ,UNITED STATES (USA),ILLINOIS,,,,,Standard,,,Manual,3,7,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,1fm5k8gt7kgb48943,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.8,,20,20,4,
25300,ford,explorer,2019,clean vehicle,44383,silver,167749587,michigan, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, USA",976,Explorer,1800,2019,,,Limited,,Standard,,Optional,Optional,,,,1st Row (Driver and Passenger),Passenger Seat Only,,1st and 2nd and 3rd Rows,Standard,,,2,44915,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,3500,213.5831043,3.5,4,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,290,,216.253,Ford,3.5L Ti-VCT,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Standard,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,,CHICAGO,Chicago Assembly ,UNITED STATES (USA),ILLINOIS,,,,,Standard,,,Manual,3,7,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,1fm5k8f8xkgb26965,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.8,,20,20,4,
24900,ford,flex,2019,clean vehicle,19151,white,167570537,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY OF CANADA, LTD.",977,Flex,1802,2019,,,Limited,,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd and 3rd Rows,Standard,,,2,40740,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,,,3500,213.5831043,3.5,4,AWD/All-Wheel Drive,,Standard,,Standard,,,V-Shaped,,6,287,,214.0159,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Optional,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Standard,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,,OAKVILLE,Oakville Assembly,CANADA,ONTARIO,,,,,Standard,,,Manual,3,7,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,2fmhk6d81kba20559,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,117.9,,19,19,4,
14600,ford,fusion,2019,clean vehicle,36252,silver,167570539,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2019,SE Hybrid,,,,Standard,,Standard,Standard,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,27555,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,,,Standard,,Standard,,Strong HEV (Hybrid Electric Vehicle),In-Line,,4,188,,140.1916,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,Electric,,,,,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,4V AtK HEV,,,,,Standard,HERMOSILLO,,MEXICO,STATE OF MEXICO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,155,,Standard,Not Applicable,,Not Applicable,,,,3fa6p0lu2kr180496,,PASSENGER CAR,,112.2,,17,17,4,
25500,ford,f-150,2019,clean vehicle,27136,silver,167570540,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,,,,,4x2,,Standard,,Standard,,,,,,375,,279.6375,,,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1c47kfb18880,,TRUCK ,156.8,145,,17,17,4,
14700,ford,fusion,2019,clean vehicle,35951,white,167570545,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2019,SE Hybrid,,,,Standard,,Standard,Standard,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,27555,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,,,Standard,,Standard,,Strong HEV (Hybrid Electric Vehicle),In-Line,,4,188,,140.1916,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,Electric,,,,,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,4V AtK HEV,,,,,Standard,HERMOSILLO,,MEXICO,STATE OF MEXICO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,155,,Standard,Not Applicable,,Not Applicable,,,,3fa6p0lu8kr117368,,PASSENGER CAR,,112.2,,17,17,4,
33700,ford,f-150,2019,clean vehicle,35221,white,167570547,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187205,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1e53kfa65102,,TRUCK ,156.8,145,,17,17,4,
33400,ford,f-150,2019,clean vehicle,33808,gray,167570548,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187205,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1e57kfb48077,,TRUCK ,156.8,145,,17,17,4,
34000,ford,f-150,2019,clean vehicle,32022,black,167749775,michigan, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187205,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1e54kfb47744,,TRUCK ,156.8,145,,17,17,4,
17500,ford,fusion,2019,clean vehicle,34173,white,167570556,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2019,Titanium HEV,,,,Standard,,Standard,Standard,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,34485,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,,,Standard,,Standard,,Strong HEV (Hybrid Electric Vehicle),In-Line,,4,188,,140.1916,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,Electric,,,,,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,4V AtK HEV,,,,,Standard,HERMOSILLO,,MEXICO,STATE OF MEXICO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,155,,Standard,Not Applicable,,Not Applicable,,,,3fa6p0ruxkr138018,,PASSENGER CAR,,112.2,,18,18,4,
14100,ford,fusion,2019,clean vehicle,24272,white,167749844,michigan, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2019,SE Hybrid,,,,Standard,,Standard,Standard,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,27555,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,,,Standard,,Standard,,Strong HEV (Hybrid Electric Vehicle),In-Line,,4,188,,140.1916,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,Electric,,,,,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,4V AtK HEV,,,,,Standard,HERMOSILLO,,MEXICO,STATE OF MEXICO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,155,,Standard,Not Applicable,,Not Applicable,,,,3fa6p0lu1kr225363,,PASSENGER CAR,,112.2,,17,17,4,
30000,ford,f-150,2019,clean vehicle,19055,black,167570557,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187205,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1e52kfb46754,,TRUCK ,156.8,145,,17,17,4,
16500,ford,fusion,2019,clean vehicle,34822,red,167749846,michigan, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, MEXICO",979,Fusion,1780,2019,Titanium AWD,,,,Standard,,Standard,Standard,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,36340,,,,,,,,,,,,,Not Applicable,,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,,,Standard,,Standard,,,In-Line,,4,240,,178.968,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,,,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,GTDI,,,,Standard,Standard,HERMOSILLO,,MEXICO,STATE OF MEXICO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,155,,Standard,Not Applicable,,Not Applicable,,,,3fa6p0d98kr187124,,PASSENGER CAR,,112.2,,19,19,4,
30600,ford,f-150,2019,clean vehicle,15422,gray,167570558,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,F-150,1801,2019,,,,,Standard,,,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,5000,305.1187205,5,,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,8,395,,294.5515,Ford,5.0L 4V,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,Standard,,,Manual,2,6,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,Automatic,,1ftew1e57kfc11954,,TRUCK ,156.8,145,,17,17,4,
12800,ford,ecosport,2019,clean vehicle,24765,silver,167796664,nevada, usa,2 days left,FORD,460,FORD INDIA LTD,16564,Ecosport,17774,2019,Titanium,Hatchback Body Style,,,Standard,,,,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,1st and 2nd Rows,Standard,,,2,26160,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,1000,61.02374409,1,5,FWD/Front-Wheel Drive,,Standard,,Standard,,,In-Line,,3,,,,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,Standard,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,CHENNAI,,INDIA,,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,maj3s2ke8kc268152,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,99.2,,17,17,4,
26000,ford,wagon,2019,clean vehicle,23019,white,167570713,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,Transit,3608,2019,350,Passenger Van - Wagon Body Style,Low Roof,SRW,Standard,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd and 3rd Rows,Standard,,,2,,,,,,,,,,,,,,Not Applicable,,,Not Applicable,Van,,Hydraulic,,,,Standard,,,,,,,Not Applicable,Optional,,3700,225.7878532,3.7,,AWD/All-Wheel Drive,,Standard,,Standard,,,V-Shaped,,6,275,,205.0675,Ford,,CD + Stereo,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,,Optional,,,Not Applicable,Not Applicable,,,,,,,,GVWR: 9000/9250 lbs Diesel / Door: 60/40,,,,,,,,KANSAS CITY,,UNITED STATES (USA),MISSOURI,,,,,Standard,,,Manual,1,2,Optional,Left-Hand Drive (LHD),Indirect,,,Standard,Not Applicable,,Not Applicable,6,Automatic,,1fbzx2zm3kkb24344,,BUS,148,148,,16,16,4,
46000,ford,max,2019,clean vehicle,38243,black,167750651,texas, usa,21 hours left,FORD,460,"FORD MOTOR COMPANY, USA",976,Expedition MAX,1820,2019,Limited,,,,Standard,,Optional,Optional,,,,1st Row (Driver and Passenger),,,1st and 2nd and 3rd Rows,Standard,,,2,68825,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Optional,,,,,,Not Applicable,Standard,,3500,213.5831043,3.5,4,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6,310,320,231.167,Ford,3.5L GTDI,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Optional,,Flexible Fuel Vehicle (FFV),Gasoline,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Standard,,Optional,Optional,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,Optional,JEFFERSON COUNTY,Kentucky Truck,UNITED STATES (USA),KENTUCKY,,,,,Standard,,,Manual,3,8,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,1fmjk2at6kea15946,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,131.6,,20,20,4,
28500,ford,ranger,2019,clean vehicle,16509,white,167570721,virginia, usa,2 days left,FORD,460,"FORD MOTOR COMPANY, USA",976,Ranger,1803,2019,,,,,,,,,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2300,140.3546114,2.3,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,Ford,,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,,,Gasoline,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,Not Applicable,,,,,,,,,,TIVCT 4V,,,,,,WAYNE,Michigan Assembly,UNITED STATES (USA),MICHIGAN,,,,,,,,Manual,,,,,,,,,Not Applicable,,Not Applicable,,,,1fter4fh6kla60107,,TRUCK ,,,,,,,
24300,ford,edge,2019,clean vehicle,18762,silver,167796667,nevada, usa,2 days left,FORD,460,"FORD MOTOR COMPANY OF CANADA, LTD.",977,Edge,1797,2019,,,Titanium,,Standard,,Optional,Standard,,,,1st Row (Driver and Passenger),,,1st and 2nd Rows,Standard,,,2,40755,,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,2000,122.0474882,2,4,AWD/All-Wheel Drive,,Standard,,Standard,,,In-Line,,4,245,,182.6965,Ford,2.0L GTDI w/premium fuel,,0,0 - VIN decoded clean. Check Digit (9th position) is correct,Standard,Stoichiometric Gasoline Direct Injection (SGDI),Gasoline,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Standard,,Standard,Standard,,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,Standard,OAKVILLE,Oakville,CANADA,ONTARIO,,,,,Standard,,,Manual,2,5,Standard,Left-Hand Drive (LHD),Direct,,,Standard,Not Applicable,,Not Applicable,,,,2fmpk4k96kbc37150,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.2,,19,19,4,
